title,filename,category,folder,authorship,content_type,description,size_mb,confidence,source_path,dest_path,status
The Lilac Sanctuary,The Lilac Sanctuary.pdf,Bob's Own Works (Confirmed),01_Bobs_Own_Works/Confirmed,BOB_BURR,book,"A book by Bob Burr that appears to be a faith-based or recovery-themed work, given the author's background and the presence of chapters with titles suggesting spiritual or personal growth themes.",27.38,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Desktop Clean Up /Loose Files : Potential Duplicates/The Lilac Sanctuary.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Confirmed/The Lilac Sanctuary.pdf,COPIED
The Magic of the Eternal Pitcher,The Magic of the Eternal Pitcher.pdf,Bob's Own Works (Confirmed),01_Bobs_Own_Works/Confirmed,BOB_BURR,book,"A faith-based allegorical story about spiritual thirst, redemption, and finding everlasting fulfillment through Christ, using the metaphor of a miraculous pitcher that never runs dry.",2.62,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Desktop Clean Up /Loose Files : Potential Duplicates/The Magic of the Eternal Pitcher.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Confirmed/The Magic of the Eternal Pitcher.pdf,COPIED
The Storm Navigator's Guide: Finding Your Way Through Life's Roughest Waters,Storm_Navigators_Guide_Interior-updated-2-1-26.pdf,Bob's Own Works (Confirmed),01_Bobs_Own_Works/Confirmed,BOB_BURR,book,"A self-help book about navigating life's difficult challenges, using maritime/storm metaphors to guide readers through personal crises and recovery. The book appears to blend personal experience with ",38.98,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Storm_Navigators_Guide_Interior-updated-2-1-26.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Confirmed/Storm_Navigators_Guide_Interior-updated-2-1-26.pdf,COPIED
Therapy Dog / Reasonable Accommodation,Therapy Dog _ Reasonable Accomodation (2019_07_29 16_12_18 UTC).pdf,Bob's Own Works (Confirmed),01_Bobs_Own_Works/Confirmed,BOB_BURR,book,"A book that appears to explore the intersection of therapy dogs, disability accommodation, and recovery, likely drawing from Bob Burr's personal experience with recovery and faith.",1.76,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/Therapy Dog _ Reasonable Accomodation (2019_07_29 16_12_18 UTC).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Confirmed/Therapy Dog _ Reasonable Accomodation (2019_07_29 16_12_18 UTC).pdf,COPIED
Travel Pass,Travel Pass - Oklahoma 4_4-4_9_19 (2019_07_29 16_12_18 UTC).pdf,Bob's Own Works (Confirmed),01_Bobs_Own_Works/Confirmed,BOB_BURR,book,"A personal travel memoir documenting a road trip through Oklahoma from April 4-9, 2019, written in Bob Burr's characteristic faith-based, reflective style. The narrative combines travel observations w",1.45,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/Travel Pass - Oklahoma 4_4-4_9_19 (2019_07_29 16_12_18 UTC).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Confirmed/Travel Pass - Oklahoma 4_4-4_9_19 (2019_07_29 16_12_18 UTC).pdf,COPIED
Triangle,Triangle _ GraceHouse Docs 5_7_19 (2019_07_29 16_12_18 UTC).pdf,Bob's Own Works (Confirmed),01_Bobs_Own_Works/Confirmed,BOB_BURR,book,"A faith-based recovery book that uses the triangle symbol to illustrate the three-dimensional approach to recovery, incorporating spiritual principles, personal transformation, and practical life chan",3.38,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/Triangle _ GraceHouse Docs 5_7_19 (2019_07_29 16_12_18 UTC).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Confirmed/Triangle _ GraceHouse Docs 5_7_19 (2019_07_29 16_12_18 UTC).pdf,COPIED
Unknown,Bruce - 7-7-20 (2).pdf,Bob's Own Works (Confirmed),01_Bobs_Own_Works/Confirmed,BOB_BURR,book,"A faith-based personal development book that uses biblical principles and stories (particularly the story of Joseph) to teach about overcoming adversity, finding purpose through trials, and achieving ",8.66,HIGH,/Volumes/Macintosh HD/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/Bruce - 7-7-20 (2).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Confirmed/Bruce - 7-7-20 (2).pdf,COPIED
Unknown,JoeTedNotes.pdf,Bob's Own Works (Confirmed),01_Bobs_Own_Works/Confirmed,BOB_BURR,book,"A personal memoir/testimony about recovery from addiction, finding faith, and rebuilding life after hitting rock bottom, featuring stories of redemption and second chances.",3.05,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Matt Bacak Folder/JoeTedNotes.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Confirmed/JoeTedNotes.pdf,COPIED
Unknown (appears to be about recovery/addiction),AZCSC - 6-18-20.pdf,Bob's Own Works (Confirmed),01_Bobs_Own_Works/Confirmed,BOB_BURR,book,"This appears to be a faith-based recovery book that discusses addiction, the 12-step program, and spiritual healing, with personal testimony woven throughout. The writing style and content align with ",3.16,HIGH,/Volumes/Macintosh HD/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/AZCSC - 6-18-20.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Confirmed/AZCSC - 6-18-20.pdf,COPIED
Unknown (appears to be an untitled manuscript),Bruce - 6-27-20 (2).pdf,Bob's Own Works (Confirmed),01_Bobs_Own_Works/Confirmed,BOB_BURR,book,"A faith-based book that combines entrepreneurial principles with Christian teachings, using biblical examples and personal anecdotes to illustrate how God works through business and life challenges.",2.04,HIGH,/Volumes/Macintosh HD/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/Bruce - 6-27-20 (2).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Confirmed/Bruce - 6-27-20 (2).pdf,COPIED
"Unknown (appears to be incomplete - only shows ""FROM ADDI"" at the top of the first page)",AZ COSC  - 7-27-20.pdf,Bob's Own Works (Confirmed),01_Bobs_Own_Works/Confirmed,BOB_BURR,book,"This appears to be a faith-based recovery book that combines personal testimony with biblical teachings, focusing on overcoming addiction through God's power and the journey from bondage to freedom.",2.11,HIGH,/Volumes/Macintosh HD/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/AZ COSC  - 7-27-20.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Confirmed/AZ COSC  - 7-27-20.pdf,COPIED
Unknown (content sample doesn't show title page),AZ Rest Proof - 4:21:2020.pdf,Bob's Own Works (Confirmed),01_Bobs_Own_Works/Confirmed,BOB_BURR,book,"This appears to be a faith-based recovery book that combines personal testimony with biblical teachings, focusing on overcoming addiction and finding redemption through Christian faith.",2.22,HIGH,/Volumes/Macintosh HD/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/AZ Rest Proof - 4:21:2020.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Confirmed/AZ Rest Proof - 4 -21 -2020.pdf,COPIED
"Unknown (filename suggests ""Bruce"" but no clear title shown in sample)",Bruce - 7-7-20.pdf,Bob's Own Works (Confirmed),01_Bobs_Own_Works/Confirmed,BOB_BURR,book,"This appears to be a personal narrative or memoir about someone named Bruce, written in a storytelling format with chapters discussing childhood memories, family relationships, and life experiences.",8.08,MEDIUM,/Volumes/Macintosh HD/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/Bruce - 7-7-20.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Confirmed/Bruce - 7-7-20.pdf,COPIED
YOUR NEXT CHAPTER: A Digital Grandpa's Guide to Purpose-Driven Reinvention,YOUR-NEXT-CHAPTER.pdf,Bob's Own Works (Confirmed),01_Bobs_Own_Works/Confirmed,BOB_BURR,book,"A self-help guide for people rebuilding after major life setbacks, written from the perspective of ""Digital Grandpa"" Bob Burr, sharing his personal story of recovery after 9/11 and offering a framewor",5.24,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/YOUR-NEXT-CHAPTER.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Confirmed/YOUR-NEXT-CHAPTER.pdf,COPIED
10 Investors,10 Investors (2019_07_29 16_12_18 UTC).pdf,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,book,"This appears to be a book about investors or investment strategies, though without seeing the actual content, it's difficult to confirm if this aligns with Bob Burr's typical faith-based, recovery, an",1.57,LOW,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Documents/10 Investors (2019_07_29 16_12_18 UTC).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/10 Investors (2019_07_29 16_12_18 UTC).pdf,COPIED
10 Steps to a Second Chance,10 Steps to a Second Chance.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,book,"Appears to be a book about recovery and redemption, focusing on practical steps for personal transformation and getting a second chance in life.",0.76,MEDIUM,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Redemption/03-Branding/01-Articles/03-pages/10 Steps to a Second Chance.pages,,DUPLICATE_SKIPPED
15 Things You Didn't Know About Israel,15 Things Israel (2019_07_29 16_12_18 UTC).pdf,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,book,"A book that explores various historical, cultural, and religious aspects of Israel, written from a Christian perspective with references to biblical history and modern Israeli society.",18.58,MEDIUM,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/Bob's  Folder/15 Things Israel (2019_07_29 16_12_18 UTC).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/15 Things Israel (2019_07_29 16_12_18 UTC).pdf,COPIED
3 Important Ways To Find Yourself When in a Relationship,5. 3 Important Ways To Find Yourself When in a Relationship.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,article,Appears to be a self-help article or guide about maintaining personal identity while in a romantic relationship.,0.78,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Found/03-Branding/01-Articles/03-pages/5. 3 Important Ways To Find Yourself When in a Relationship.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/5. 3 Important Ways To Find Yourself When in a Relationship.pages,COPIED
3 Lessons to Teach Your Child which Will Lead them to an Uncommon Adulthood,3 Lessons to Teach Your Child which Will Lead them to an Uncommon Adulthood.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown,Cannot determine without seeing actual content,0.78,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/DareToBeUncommon/03-Branding/01-Articles/03-pages/3 Lessons to Teach Your Child which Will Lead them to an Uncommon Adulthood.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/3 Lessons to Teach Your Child which Will Lead them to an Uncommon Adulthood.pages,COPIED
3 Simple but Powerful Ways to Cut Back on Unnecessary Spending,3 Simple but Powerful Ways to Cut Back on Unnecessary Spending.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,article,"An article or guide focused on personal finance tips for reducing unnecessary expenses, likely containing practical strategies for budgeting and spending control.",0.79,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Elimination/03-Branding/01-Articles/03-pages/3 Simple but Powerful Ways to Cut Back on Unnecessary Spending.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/3 Simple but Powerful Ways to Cut Back on Unnecessary Spending.pages,COPIED
3 Things You can Do to Help Your Child Find Themselves,2. 3 Things You can Do to Help Your Child Find Themselves.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown (cannot read file content),Unable to determine content - file is in unreadable .pages format,0.78,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Found/03-Branding/01-Articles/03-pages/2. 3 Things You can Do to Help Your Child Find Themselves.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/2. 3 Things You can Do to Help Your Child Find Themselves.pages,COPIED
3 Tips for Better Grounding to Reduce Anxiety,3 Tips for Better Grounding to Reduce Anxiety.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,article,An article providing practical grounding techniques to help manage and reduce anxiety symptoms.,0.78,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/BUNDLEReducingAnxiety 2/02-Articles/2-Pages/3 Tips for Better Grounding to Reduce Anxiety.pages,,DUPLICATE_SKIPPED
3 Ways to Get Motivated when it Comes to Finding Yourself,4. 3 Ways to Get Motivated when it Comes to Finding Yourself.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,article,"Appears to be a motivational article or guide about self-discovery and finding personal motivation, which aligns with Bob Burr's focus on recovery and personal transformation themes.",0.8,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Found/03-Branding/01-Articles/03-pages/4. 3 Ways to Get Motivated when it Comes to Finding Yourself.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/4. 3 Ways to Get Motivated when it Comes to Finding Yourself.pages,COPIED
3 Ways to Quickly Declutter Your Mind,3 Ways to Quickly Declutter Your Mind.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown (appears to be a Pages document),Cannot determine without seeing the actual content,0.79,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/BUNDLEDeclutterYourMind/02-Articles/2-Pages/3 Ways to Quickly Declutter Your Mind.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/3 Ways to Quickly Declutter Your Mind.pages,COPIED
3 Ways to Reduce the Modern Day Mental Clutter That Ceaselessly Tries to Get into Your Mind,3 Ways to Reduce the Modern Day Mental Clutter That Ceaselessly Tries to Get into Your Mind.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,article,An article or short guide focusing on mental health and mindfulness strategies to combat information overload and mental clutter in modern life.,0.79,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/BUNDLEDeclutterYourMind/02-Articles/2-Pages/3 Ways to Reduce the Modern Day Mental Clutter That Ceaselessly Tries to Get into Your Mind.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/3 Ways to Reduce the Modern Day Mental Clutter That Ceaselessly Tries to Get into Your Mind.pages,COPIED
30 Day Action Plan,30 Day Action Plan.docx,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown (cannot view actual content),Unable to analyze without access to the document content - would need to review the actual text to determine authorship and nature of the work.,0.74,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/templateprofitskit/07_30DayActionPlan/Source (DO NOT DISTRIBUTE)/30 Day Action Plan.docx,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/30 Day Action Plan.docx,COPIED
30 Day Launch,30 Day Launch.pdf,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown,"Cannot determine without access to actual content. Based on filename alone, appears to be business/entrepreneurship related.",6.13,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Scott's Emo Folder/30 Day Launch.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/30 Day Launch.pdf,COPIED
4 Forms of Negative Self Talk,4 Forms of Negative Self Talk.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,"Unknown (could be article, book chapter, or other)",Unable to determine without seeing actual content,0.78,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/YourOwnWorstEnemy/03-Branding/01-Articles/03-pages/4 Forms of Negative Self Talk.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/4 Forms of Negative Self Talk.pages,COPIED
4 Questions to Ask About Your Job if You...,7. 4 Questions to Ask About Your Job if You.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown (appears to be an article or guide based on title),Cannot determine without seeing actual content. Title suggests career/job-related guidance material.,0.81,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Found/03-Branding/01-Articles/03-pages/7. 4 Questions to Ask About Your Job if You.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/7. 4 Questions to Ask About Your Job if You.pages,COPIED
4 Reasons Why Finding Yourself Can Feel Difficult,1. 4 Reasons Why Finding Yourself Can Feel Difficult.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,article,"An article or chapter discussing the challenges people face in self-discovery and personal identity, likely with a self-help or recovery-oriented perspective.",0.8,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Found/03-Branding/01-Articles/03-pages/1. 4 Reasons Why Finding Yourself Can Feel Difficult.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/1. 4 Reasons Why Finding Yourself Can Feel Difficult.pages,COPIED
